model,year,region,color,fuel_type,transmission,engine_size_l,mileage_km,price_usd,sales_volume
5 Series,2022,Middle East,Grey,Electric,Automatic,2.8,60842,95165,7040
X6,2020,Europe,Black,Electric,Automatic,4.5,127080,71549,2699
X3,2020,Asia,Silver,Diesel,Manual,2.4,113028,58942,1332
X3,2021,South America,Blue,Diesel,Automatic,1.8,58603,33358,1969
i8,2020,Middle East,Blue,Diesel,Automatic,2.7,148700,44994,1396
3 Series,2021,North America,Silver,Diesel,Automatic,3.4,121194,57125,467
i3,2020,Middle East,Grey,Electric,Automatic,2.2,162078,38289,1354
X3,2021,North America,Red,Hybrid,Manual,3.2,108817,80738,1254
M5,2020,North America,Silver,Diesel,Automatic,3.4,118627,73501,5041
7 Series,2024,South America,Blue,Electric,Manual,4.2,168109,43085,695
X5,2022,North America,Grey,Diesel,Automatic,3.8,158595,42017,5211
3 Series,2020,North America,White,Electric,Automatic,4.7,34084,101244,6491
X5,2022,Europe,Grey,Hybrid,Manual,1.6,143123,104579,5722
X6,2024,North America,Silver,Hybrid,Automatic,3.2,73440,74453,1828
3 Series,2021,North America,Black,Diesel,Automatic,4.1,27555,88964,5417
i3,2021,Middle East,Blue,Diesel,Automatic,3.3,138950,68932,5699
X3,2020,Africa,Red,Hybrid,Manual,4.7,174303,78965,5787
3 Series,2020,Middle East,Red,Electric,Automatic,3.6,11064,72096,7594
3 Series,2021,South America,Red,Diesel,Automatic,4.6,133749,54002,2255
X6,2021,North America,Red,Diesel,Manual,2.8,129132,108539,5907
X1,2022,South America,White,Diesel,Manual,5.0,155124,114014,2731
X3,2022,Europe,Blue,Petrol,Manual,4.5,23084,93743,408
X1,2021,South America,Silver,Electric,Automatic,4.1,183553,99258,6220
i8,2020,North America,Blue,Diesel,Automatic,1.6,110853,94445,1778
i3,2022,Europe,Blue,Electric,Manual,3.9,108903,59366,4138
X5,2022,Asia,White,Hybrid,Automatic,1.7,159819,75976,4804
M5,2022,Europe,White,Petrol,Manual,2.6,6588,76459,388
X5,2024,North America,Blue,Diesel,Manual,2.6,93281,87032,3388
M5,2021,Africa,Red,Petrol,Automatic,4.2,171617,73276,1910
X3,2020,Africa,Silver,Hybrid,Automatic,2.5,129890,35966,1496
i3,2022,South America,Blue,Petrol,Automatic,2.9,172989,94065,1282
M3,2021,Asia,Silver,Hybrid,Manual,2.8,47753,31526,3664
7 Series,2020,Africa,Black,Hybrid,Automatic,3.6,154657,36772,2254
M3,2023,Europe,Grey,Diesel,Automatic,4.0,9528,87292,7670
M5,2020,Africa,Silver,Diesel,Automatic,3.0,48372,39869,1518
M5,2020,Asia,Blue,Petrol,Manual,2.2,135265,72574,4058
X5,2024,Asia,Grey,Electric,Manual,2.4,129091,45476,4913
X6,2024,Middle East,Blue,Diesel,Manual,2.3,65941,110347,1810
3 Series,2021,South America,Red,Hybrid,Manual,4.2,155031,59934,7122
X1,2021,Africa,Silver,Diesel,Automatic,2.5,64426,95495,3136
5 Series,2023,South America,Blue,Diesel,Manual,4.1,170341,100652,7673
M5,2022,Africa,Grey,Electric,Automatic,2.8,58291,111004,4179
X3,2021,Asia,Red,Electric,Automatic,4.7,135918,31225,2256
X5,2021,South America,Blue,Petrol,Automatic,3.4,124782,55860,758
X1,2023,Asia,Red,Electric,Manual,2.9,44313,75292,2121
i3,2020,South America,Silver,Electric,Manual,2.8,77710,93156,3902
7 Series,2023,Middle East,Red,Electric,Automatic,3.0,99435,85078,7016
M5,2023,Asia,Red,Hybrid,Manual,2.6,54777,107494,7480
5 Series,2022,South America,Silver,Petrol,Automatic,2.5,86336,37969,5353
M5,2022,North America,Red,Electric,Automatic,3.7,80947,105817,5152
i3,2023,South America,White,Hybrid,Automatic,3.1,29023,48033,8369
M3,2024,South America,Red,Petrol,Automatic,3.5,126203,118597,1999
i8,2021,Middle East,Grey,Petrol,Automatic,1.6,187043,65824,911
X1,2020,North America,Silver,Diesel,Automatic,4.6,20717,43767,951
X1,2022,Africa,White,Electric,Automatic,3.3,10187,43496,9741
X1,2020,Asia,Black,Petrol,Automatic,2.6,46029,48182,218
X6,2023,Asia,Silver,Hybrid,Automatic,1.9,105201,61236,5518
i3,2020,Middle East,Silver,Petrol,Automatic,2.9,135626,96918,159
X1,2022,Africa,Blue,Electric,Automatic,2.1,47329,48948,1395
5 Series,2024,Asia,Grey,Diesel,Manual,3.4,128890,86701,7115
M5,2020,Middle East,Blue,Diesel,Manual,4.1,88288,115820,4751
X3,2024,North America,White,Electric,Manual,2.2,43685,117489,7591
M5,2021,Africa,White,Petrol,Automatic,2.8,91270,111193,5016
X5,2020,Asia,White,Petrol,Automatic,2.0,9739,82103,3174
X1,2022,Africa,Black,Hybrid,Automatic,4.5,175036,62493,6187
5 Series,2022,South America,Silver,Petrol,Automatic,1.8,185685,53295,8977
M3,2023,Asia,Grey,Diesel,Automatic,3.3,67010,102974,9237
i8,2023,Asia,White,Petrol,Automatic,2.0,197418,96520,8162
X5,2023,Middle East,White,Diesel,Manual,3.7,29028,111004,9201
3 Series,2020,North America,Grey,Petrol,Automatic,2.5,68731,80320,1229
i8,2020,Middle East,Red,Diesel,Manual,3.9,27611,55571,954
3 Series,2021,South America,Silver,Petrol,Manual,4.8,138692,49361,9909
i3,2023,North America,White,Diesel,Automatic,3.2,43056,99289,6535
i3,2022,Asia,Grey,Diesel,Automatic,3.6,75207,32298,7012
X1,2023,South America,Red,Electric,Manual,4.8,121187,64160,4886
5 Series,2022,Africa,White,Electric,Manual,4.4,94549,116208,8841
X6,2020,Africa,Red,Diesel,Manual,3.9,90084,105160,8387
i3,2022,South America,Red,Hybrid,Automatic,5.0,46808,109552,5237
i3,2020,South America,White,Diesel,Manual,4.7,195733,50008,2226
5 Series,2021,Asia,Black,Petrol,Automatic,3.3,11195,108110,947
X6,2023,Africa,Blue,Petrol,Automatic,2.5,42079,106485,9488
7 Series,2023,South America,Silver,Hybrid,Automatic,3.4,65951,94068,6577
M5,2023,Africa,Blue,Diesel,Manual,5.0,31721,56729,1745
X1,2024,Europe,Black,Electric,Manual,2.2,143184,80194,1967
X1,2021,Asia,White,Hybrid,Manual,4.9,54283,58594,9228
i8,2024,North America,Silver,Electric,Manual,4.5,95246,110733,2839
X6,2022,South America,Grey,Petrol,Automatic,4.8,37132,60842,1562
M5,2024,Europe,Grey,Hybrid,Manual,4.5,28961,105422,5916
7 Series,2021,Europe,Black,Diesel,Manual,1.9,41692,101360,2605
M3,2023,Africa,Grey,Hybrid,Manual,3.5,81913,97445,8857
X5,2020,Europe,Blue,Hybrid,Automatic,1.9,154903,46338,7891
i3,2021,Europe,Red,Electric,Manual,3.5,134108,93637,2508
5 Series,2020,Asia,Blue,Hybrid,Manual,3.7,59936,113251,5053
X1,2023,Middle East,White,Petrol,Manual,2.4,147713,96669,3122
M3,2022,Asia,White,Petrol,Automatic,3.9,148687,52134,6962
5 Series,2023,Europe,Silver,Hybrid,Manual,2.9,7049,66222,3987
M3,2021,Middle East,Blue,Petrol,Manual,4.2,76916,32495,8545
M3,2021,South America,Grey,Hybrid,Automatic,4.8,14169,54258,1947
i8,2023,Europe,Red,Hybrid,Automatic,3.7,143038,63774,9424
X3,2023,Middle East,Grey,Petrol,Manual,3.1,71002,108657,955
M5,2022,Middle East,Silver,Electric,Automatic,4.6,47181,63397,8049
X5,2021,Europe,Black,Petrol,Manual,3.1,22955,78860,9118
i8,2020,Asia,Black,Hybrid,Manual,3.1,149542,115880,1392
3 Series,2021,Africa,Black,Diesel,Automatic,2.1,94395,87756,5716
X1,2024,South America,White,Electric,Automatic,1.8,165280,105827,2685
i8,2021,Europe,White,Hybrid,Manual,3.9,91488,108868,9712
i3,2023,Middle East,Silver,Electric,Automatic,4.1,8953,61759,2258
3 Series,2022,North America,White,Electric,Automatic,3.5,40664,79657,2631
X5,2020,Europe,White,Petrol,Automatic,4.0,184127,34340,9104
5 Series,2022,Africa,Red,Diesel,Manual,2.7,195908,94712,5857
X5,2024,North America,Silver,Petrol,Automatic,3.1,73599,107595,7677
i3,2021,Middle East,Black,Electric,Automatic,4.4,188709,76063,1592
M5,2023,Africa,Red,Petrol,Manual,3.4,197269,43003,9879
M5,2024,Asia,Black,Petrol,Automatic,2.4,56605,106208,5677
i8,2021,Europe,Black,Hybrid,Manual,3.4,145908,79380,8039
7 Series,2021,Asia,Silver,Petrol,Manual,3.5,26405,90671,902
i3,2023,Africa,Red,Diesel,Automatic,4.3,84912,106348,6752
X1,2023,South America,Red,Hybrid,Manual,2.4,57477,85047,8219
X6,2022,Asia,White,Hybrid,Manual,2.1,128841,119834,6383
X1,2020,Africa,Blue,Hybrid,Automatic,3.5,27794,65051,4441
X3,2024,Africa,Red,Hybrid,Automatic,2.7,75432,82863,8601
i8,2024,North America,Blue,Electric,Manual,4.8,34922,99038,1334
3 Series,2020,Africa,Blue,Petrol,Automatic,1.7,9442,77830,5437
X6,2022,Middle East,Black,Diesel,Manual,4.0,63249,81029,5900
X3,2024,South America,Silver,Electric,Automatic,2.9,149692,67698,4407
7 Series,2024,Africa,Grey,Electric,Manual,4.8,62448,108007,2279
X1,2024,Asia,Red,Diesel,Manual,4.7,40269,34458,5442
3 Series,2023,North America,Blue,Hybrid,Manual,2.3,124790,39055,3065
3 Series,2024,Europe,Silver,Electric,Manual,4.1,150325,81822,928
X5,2022,Africa,Red,Petrol,Automatic,3.6,65712,103464,4089
3 Series,2024,Asia,Blue,Petrol,Manual,2.9,154630,34118,5746
i3,2020,North America,Blue,Petrol,Manual,4.6,123136,40573,3160
X6,2021,Asia,Red,Petrol,Automatic,3.0,71650,86979,6146
X6,2021,Europe,Blue,Diesel,Manual,2.4,154697,92141,9136
5 Series,2024,Europe,Grey,Petrol,Manual,2.8,173154,45184,4536
X3,2024,South America,Blue,Petrol,Manual,4.5,25277,46350,5106
X1,2024,Africa,Grey,Petrol,Manual,3.2,44436,119769,9775
7 Series,2024,Middle East,White,Hybrid,Automatic,3.1,49166,82614,8411
X6,2020,Europe,Blue,Diesel,Manual,3.2,111347,59749,9904
M3,2020,South America,Black,Diesel,Manual,3.2,62551,41991,451
5 Series,2021,South America,White,Electric,Automatic,2.3,142149,112224,517
M5,2023,South America,Grey,Diesel,Manual,1.8,50267,106058,8232
i3,2021,Asia,Silver,Electric,Manual,2.8,157274,79913,4020
i8,2021,Middle East,White,Electric,Automatic,4.2,169969,49615,3276
X3,2023,Middle East,Blue,Electric,Automatic,2.6,85209,45029,4717
7 Series,2023,Middle East,Silver,Hybrid,Manual,2.5,126563,41728,6696
M5,2022,Africa,Red,Hybrid,Manual,3.0,114018,71819,4838
i8,2024,South America,White,Hybrid,Manual,4.6,166287,103200,3327
X5,2020,Asia,Red,Petrol,Automatic,2.4,115902,85202,1712
X6,2021,North America,White,Electric,Automatic,2.8,13446,84281,3459
3 Series,2020,North America,Red,Hybrid,Manual,1.8,81808,51784,8603
7 Series,2020,Africa,Grey,Diesel,Automatic,4.4,13135,102848,9261
i3,2024,North America,Silver,Petrol,Manual,2.2,38825,80706,3188
M5,2020,Europe,Blue,Electric,Automatic,3.3,192233,91396,5707
X5,2021,South America,Blue,Petrol,Manual,4.8,133466,104415,2304
X3,2022,Asia,White,Petrol,Manual,3.8,2041,42700,8046
X5,2020,Asia,Red,Petrol,Automatic,2.5,61377,114844,5696
3 Series,2021,North America,Black,Hybrid,Automatic,2.7,11847,65935,4059
5 Series,2020,Africa,Blue,Hybrid,Automatic,3.9,80220,85511,2798
X5,2024,Asia,Red,Hybrid,Manual,3.7,123580,64890,8261
X3,2022,North America,Grey,Diesel,Automatic,3.3,152037,81783,8323
i8,2022,Europe,Silver,Petrol,Manual,4.8,138302,95881,2695
i3,2022,North America,Grey,Diesel,Manual,5.0,106586,95627,5998
X5,2023,Middle East,Black,Hybrid,Automatic,1.6,8145,76881,5212
X5,2024,Europe,Grey,Diesel,Automatic,2.8,121034,40224,9118
3 Series,2024,North America,Black,Diesel,Manual,4.6,189375,107939,2311
i8,2022,South America,Grey,Diesel,Manual,2.0,61190,61935,2858
M5,2021,Europe,Grey,Petrol,Automatic,4.4,75669,43978,1775
5 Series,2023,Europe,Red,Petrol,Automatic,2.9,141107,100273,1754
X6,2023,Middle East,Grey,Petrol,Manual,2.9,183533,41482,1672
M5,2021,Africa,Silver,Electric,Automatic,3.5,163503,112825,2152
X6,2024,Europe,Red,Diesel,Manual,4.2,132585,33850,7301
M3,2023,Europe,Red,Electric,Automatic,4.5,192777,99764,1875
X1,2020,Middle East,Black,Hybrid,Automatic,4.5,165669,57327,3430
5 Series,2023,Asia,Silver,Hybrid,Automatic,3.2,119590,59745,1955
i3,2022,South America,Black,Petrol,Manual,4.2,58629,109510,2641
X6,2024,North America,Grey,Electric,Automatic,3.4,135183,42438,5722
7 Series,2024,Europe,Blue,Diesel,Automatic,4.1,122096,107836,2277
7 Series,2024,North America,Red,Electric,Manual,3.1,1079,79734,1686
7 Series,2023,South America,Blue,Diesel,Automatic,3.0,97226,41736,8278
M5,2023,South America,Red,Diesel,Automatic,4.6,139962,83231,6441
i3,2024,Europe,Red,Electric,Manual,3.0,167351,106258,2172
3 Series,2023,Africa,Black,Diesel,Manual,3.5,158471,104549,3421
7 Series,2022,Europe,White,Electric,Automatic,4.9,66403,51604,1792
5 Series,2023,Asia,Black,Diesel,Manual,4.4,42764,94453,4025
i3,2021,Europe,Blue,Electric,Automatic,2.1,99499,63078,1817
i3,2020,Europe,Black,Electric,Manual,4.1,108218,33297,7644
M5,2020,North America,Grey,Hybrid,Manual,3.5,79524,78755,7747
3 Series,2021,South America,Silver,Hybrid,Manual,4.8,125551,31150,2325
X3,2023,Europe,Red,Electric,Manual,2.3,58316,79761,2880
X6,2021,Middle East,Red,Petrol,Manual,2.9,98727,115666,9278
i8,2021,Africa,Silver,Diesel,Automatic,2.9,199753,91406,4654
3 Series,2022,South America,Blue,Hybrid,Automatic,4.5,178670,53885,6677
5 Series,2020,Africa,Red,Diesel,Automatic,2.8,231,35170,1084
X6,2022,Africa,Silver,Hybrid,Manual,3.6,2183,76599,6215
7 Series,2020,Europe,Grey,Diesel,Manual,2.5,102966,70756,8484
7 Series,2022,Asia,White,Petrol,Automatic,4.1,110192,83868,9064
i3,2021,Middle East,Grey,Hybrid,Manual,3.2,175614,110134,4328
5 Series,2024,Asia,Grey,Electric,Automatic,2.9,106891,101846,8982
X5,2022,Africa,Grey,Petrol,Manual,3.4,130011,50107,3465
i3,2020,Africa,Grey,Electric,Automatic,3.0,17928,78331,9561
i8,2023,Africa,Black,Diesel,Automatic,2.0,156046,43021,2007
X6,2022,Europe,Black,Hybrid,Manual,3.6,193760,78393,8644
7 Series,2022,Europe,Red,Electric,Manual,2.6,114361,48308,5626
M3,2020,North America,Grey,Hybrid,Automatic,4.5,172488,100999,3246
X3,2024,Middle East,Blue,Petrol,Automatic,2.5,105585,100717,9287
X1,2020,Africa,Black,Electric,Automatic,3.8,99927,49078,9939
5 Series,2024,Middle East,Blue,Petrol,Automatic,3.0,22754,76179,6276
i8,2021,North America,Blue,Petrol,Manual,3.5,186147,44506,4825
X1,2021,Africa,Silver,Hybrid,Manual,3.0,81038,36056,9011
X5,2023,South America,Blue,Electric,Manual,3.4,51590,96921,2352
X6,2022,Asia,Silver,Diesel,Manual,4.9,91362,39620,9695
i3,2020,Europe,Black,Hybrid,Automatic,2.7,66667,101589,656
X3,2024,Europe,Black,Diesel,Manual,3.9,10409,83493,3638
i3,2022,Europe,Red,Diesel,Manual,4.4,174817,43311,5201
5 Series,2020,Africa,Grey,Diesel,Automatic,4.8,130623,41271,9218
X3,2020,Middle East,Silver,Diesel,Manual,4.9,109571,37761,1470
i8,2024,Europe,Red,Diesel,Automatic,1.5,29761,79850,1138
M3,2024,Middle East,White,Diesel,Automatic,1.8,36089,44083,3544
M3,2021,North America,Grey,Electric,Automatic,4.4,11889,64738,9794
i3,2022,Middle East,Grey,Diesel,Manual,1.7,175265,61159,2882
i8,2021,North America,Black,Hybrid,Automatic,2.5,109542,96238,5634
X6,2023,North America,White,Petrol,Manual,2.5,39363,119909,598
3 Series,2021,North America,Red,Petrol,Automatic,1.9,124106,54006,2754
i8,2023,Africa,Black,Petrol,Manual,2.2,91513,88147,6226
X5,2022,Africa,Grey,Diesel,Automatic,3.2,19289,59368,5753
7 Series,2022,Europe,Blue,Petrol,Automatic,3.4,109821,82463,1265
X1,2021,South America,Grey,Hybrid,Automatic,2.2,6329,39909,7915
7 Series,2022,Middle East,Blue,Diesel,Automatic,4.5,72958,81322,4275
X1,2020,North America,Grey,Hybrid,Automatic,2.7,171756,109438,1848
7 Series,2021,Asia,Black,Diesel,Automatic,3.3,163859,59582,130
M5,2022,Asia,Red,Diesel,Automatic,3.8,61826,59110,4458
7 Series,2022,South America,Silver,Petrol,Automatic,4.2,95213,95100,4121
X1,2024,Europe,Silver,Hybrid,Manual,2.9,184977,97747,4025
M5,2021,South America,Grey,Petrol,Automatic,3.5,107929,104232,736
5 Series,2024,North America,Silver,Electric,Manual,4.5,26192,90051,5470
X6,2022,South America,White,Electric,Manual,3.7,173374,51418,5658
X1,2022,Middle East,Black,Electric,Manual,4.9,132788,45928,5599
7 Series,2024,Europe,White,Petrol,Manual,4.6,151553,64869,2701
X6,2022,South America,Grey,Petrol,Manual,2.7,125114,47508,2107
X5,2024,Africa,Red,Hybrid,Manual,2.6,145931,115382,5778
i3,2022,Europe,Grey,Electric,Manual,3.8,108816,105560,5261
X5,2024,Europe,Silver,Electric,Automatic,1.8,88897,68118,8819
7 Series,2024,Asia,White,Hybrid,Automatic,3.6,44054,93399,4364
X3,2023,South America,Red,Diesel,Automatic,3.3,198938,91248,6621
i8,2020,Europe,Black,Diesel,Manual,4.6,117432,70255,3852
X5,2021,South America,Red,Petrol,Automatic,3.3,106514,45468,2616
X3,2023,Africa,Red,Petrol,Manual,3.3,79019,50713,6708
X1,2020,Africa,Silver,Diesel,Manual,4.7,102119,64283,6971
5 Series,2023,Europe,Black,Diesel,Automatic,2.3,72205,62331,6889
X5,2022,North America,White,Hybrid,Automatic,5.0,164797,104705,5375
7 Series,2021,Asia,Black,Diesel,Automatic,1.8,19751,83695,5326
M3,2020,Africa,Red,Electric,Manual,4.0,39787,50943,4891
M5,2024,Asia,White,Petrol,Manual,1.8,100784,86001,1314
X1,2021,Asia,Red,Diesel,Automatic,4.7,62232,117391,3827
M3,2022,Middle East,Grey,Diesel,Manual,3.7,186639,115279,4523
7 Series,2024,North America,Blue,Petrol,Automatic,2.8,90404,108662,558
M5,2024,Middle East,Black,Electric,Automatic,2.0,6521,104658,3491
M5,2023,South America,White,Petrol,Manual,3.8,70488,104487,5356
X3,2023,North America,Silver,Hybrid,Automatic,3.5,158227,34685,7108
i8,2024,Africa,Black,Diesel,Manual,2.6,194956,64714,1474
3 Series,2022,Africa,White,Petrol,Manual,3.8,133706,53111,4740
X6,2022,South America,Silver,Hybrid,Automatic,1.8,60927,57377,3561
i8,2020,Africa,White,Diesel,Manual,4.6,15945,86178,3059
X1,2022,South America,Silver,Hybrid,Automatic,3.0,188544,38408,6330
3 Series,2024,Middle East,Silver,Petrol,Automatic,5.0,111145,57790,4567
3 Series,2022,Europe,Grey,Hybrid,Manual,2.8,145938,53858,7659
M5,2021,Middle East,Grey,Diesel,Manual,3.9,155826,43613,7301
M3,2021,Africa,Black,Petrol,Automatic,2.5,197330,50563,330
X6,2023,North America,White,Petrol,Manual,4.7,15887,111565,767
X6,2020,South America,Red,Diesel,Manual,1.7,59025,83771,5496
M5,2024,Africa,Black,Hybrid,Automatic,3.1,198444,66510,3630
i3,2020,Middle East,Black,Diesel,Automatic,4.9,9451,58353,1260
i3,2021,Europe,Grey,Electric,Automatic,2.1,164430,98909,1385
5 Series,2024,Europe,Blue,Diesel,Automatic,2.3,32644,51954,6272
7 Series,2022,North America,Grey,Electric,Automatic,1.6,137480,93482,4848
M3,2023,South America,Black,Diesel,Manual,4.9,116984,51923,6930
5 Series,2023,Asia,Silver,Electric,Automatic,2.4,80172,37709,9160
i3,2023,Asia,Silver,Diesel,Automatic,3.2,131569,39122,9531
7 Series,2020,Africa,White,Diesel,Manual,4.5,169537,69992,371
3 Series,2023,South America,Grey,Hybrid,Automatic,4.9,76793,75084,4446
M5,2023,Europe,Red,Diesel,Manual,2.9,173674,90862,4308
5 Series,2022,Middle East,White,Petrol,Manual,3.1,34783,97371,2377
i3,2024,Asia,Silver,Diesel,Automatic,3.1,199871,33864,5897
X5,2022,Asia,Black,Petrol,Automatic,2.7,186555,73064,114
M3,2020,Africa,White,Petrol,Manual,3.6,45991,43245,6495
3 Series,2021,Middle East,Grey,Electric,Automatic,2.2,177939,73065,6686
X5,2020,Asia,White,Electric,Automatic,2.7,143236,47017,9007
X6,2022,South America,Grey,Electric,Manual,3.1,99793,83514,7576
X5,2020,Europe,Grey,Diesel,Automatic,4.6,4785,105511,4521
M5,2020,Europe,White,Petrol,Automatic,4.7,132294,74753,287
X5,2021,North America,White,Hybrid,Automatic,2.6,72123,34257,6143
i3,2024,North America,Silver,Diesel,Manual,3.6,54419,46761,7961
X3,2022,Middle East,Grey,Diesel,Automatic,3.6,4351,72289,2014
3 Series,2022,Middle East,Black,Petrol,Automatic,4.7,39628,114920,5105
X5,2024,Africa,Blue,Petrol,Automatic,4.5,85723,75554,9841
5 Series,2022,Africa,Blue,Hybrid,Manual,4.1,127763,33552,2078
M5,2020,South America,White,Electric,Manual,3.0,106010,31652,2184
i3,2022,North America,Blue,Diesel,Automatic,3.2,98067,111104,3299
X6,2023,Asia,Silver,Hybrid,Automatic,2.6,69105,61988,279
X1,2021,Asia,Silver,Petrol,Manual,3.2,7834,56849,9805
i3,2022,Europe,Grey,Petrol,Automatic,2.8,97344,78271,4975
X6,2024,Africa,Black,Diesel,Automatic,3.0,176358,82322,1652
i8,2020,Europe,White,Diesel,Automatic,4.4,29596,55202,3838
i3,2021,Africa,Red,Hybrid,Automatic,3.3,107283,105994,4500
i3,2023,Africa,White,Diesel,Manual,4.9,153439,88086,4500
X6,2023,North America,White,Hybrid,Manual,2.1,163856,94123,4846
X3,2024,North America,Red,Hybrid,Automatic,2.9,137989,31665,8695
7 Series,2021,North America,Silver,Hybrid,Automatic,4.0,115542,83591,5004
X3,2024,Europe,Blue,Petrol,Manual,2.4,46826,118246,9323
M3,2023,Africa,Blue,Petrol,Manual,1.8,44463,104309,5411
M5,2024,Asia,Red,Petrol,Automatic,3.1,108142,50418,8453
X5,2021,Middle East,Black,Petrol,Automatic,3.6,101671,116306,7002
M3,2021,Africa,Silver,Electric,Manual,2.5,79426,82037,9199
M3,2022,Asia,Blue,Hybrid,Automatic,4.2,81751,72716,115
X5,2022,Asia,Blue,Petrol,Manual,3.2,5755,55695,3626
3 Series,2024,Asia,Blue,Electric,Manual,2.6,2684,37498,3443
5 Series,2024,Middle East,Silver,Diesel,Automatic,2.6,35907,45941,7813
X3,2024,North America,Blue,Diesel,Automatic,2.0,15418,47431,8858
X6,2022,Europe,Silver,Electric,Automatic,4.5,173048,116208,8463
7 Series,2022,South America,Silver,Diesel,Manual,5.0,34955,89670,7209
7 Series,2020,Europe,Blue,Diesel,Automatic,4.1,61039,116136,3596
M5,2022,Asia,Grey,Electric,Manual,4.8,108010,80451,4358
i8,2024,Middle East,Silver,Diesel,Automatic,1.9,72592,38719,5011
3 Series,2021,Asia,Blue,Diesel,Automatic,3.6,160040,48239,3349
X5,2024,Africa,Blue,Diesel,Automatic,2.3,109855,59744,7562
M3,2024,Europe,White,Electric,Automatic,2.9,40725,39408,4152
3 Series,2020,South America,Red,Hybrid,Manual,3.1,168557,101606,4948
M3,2020,South America,Silver,Electric,Automatic,1.9,163192,93635,7864
X1,2022,Middle East,Red,Petrol,Automatic,2.6,44386,94660,3359
M5,2021,Asia,White,Hybrid,Automatic,1.7,124495,49351,1111
i8,2022,Europe,White,Hybrid,Manual,2.5,103661,70607,9771
3 Series,2020,Africa,Red,Hybrid,Automatic,4.1,72119,35334,3627
3 Series,2020,South America,Black,Hybrid,Automatic,5.0,95757,102254,1751
X3,2020,Middle East,Black,Hybrid,Manual,3.7,162414,95148,9108
X6,2023,Africa,Black,Electric,Automatic,2.2,183799,54236,2757
M5,2023,Europe,Blue,Hybrid,Automatic,4.4,169028,71242,4603
3 Series,2021,North America,Silver,Electric,Manual,4.6,148634,32644,7600
X1,2024,North America,White,Hybrid,Automatic,3.5,98767,106304,2327
3 Series,2021,Europe,Silver,Petrol,Manual,2.7,110670,47845,395
7 Series,2023,North America,Blue,Petrol,Automatic,2.6,99269,51210,2885
i3,2024,South America,White,Electric,Manual,2.1,139359,57227,5579
i3,2024,Middle East,Silver,Electric,Automatic,4.4,41172,49590,3711
M3,2024,North America,Blue,Hybrid,Automatic,3.7,183482,90615,527
X1,2022,Africa,Blue,Diesel,Automatic,1.8,40238,50771,7191
X5,2024,Europe,White,Electric,Automatic,2.8,184288,40090,7574
X6,2020,Asia,Silver,Diesel,Automatic,1.6,197819,78982,5569
7 Series,2024,South America,Black,Diesel,Manual,2.1,10875,80831,2990
5 Series,2020,South America,Red,Hybrid,Manual,2.4,92737,102706,2110
M3,2023,Middle East,Blue,Petrol,Automatic,2.2,92805,85961,7019
X1,2020,Asia,Silver,Diesel,Automatic,2.8,57838,91415,6939
X6,2021,Africa,Silver,Electric,Manual,3.8,30530,77354,343
i8,2021,Asia,White,Diesel,Automatic,2.0,103844,89339,3020
M5,2024,Europe,Blue,Hybrid,Manual,1.8,17017,94178,6776
5 Series,2020,North America,White,Petrol,Automatic,4.1,81260,92165,5582
X6,2023,North America,Grey,Diesel,Manual,1.6,76102,59956,7076
3 Series,2022,Middle East,Blue,Diesel,Manual,4.3,85924,41202,1451
7 Series,2021,Europe,Grey,Diesel,Automatic,2.6,120296,88201,3398
M5,2024,South America,Grey,Hybrid,Automatic,2.1,155546,35458,3319
i3,2020,Europe,Silver,Petrol,Automatic,3.2,89837,115554,6278
i8,2021,North America,White,Petrol,Manual,4.2,180659,100475,6116
5 Series,2020,North America,White,Electric,Automatic,3.1,4909,89507,4561
X3,2023,Asia,White,Electric,Manual,2.8,22317,86419,5225
5 Series,2022,South America,Red,Electric,Automatic,2.2,176667,44869,4698
3 Series,2024,Asia,Silver,Diesel,Automatic,1.5,156049,54493,9771
7 Series,2021,North America,Red,Electric,Automatic,4.3,179122,74811,264
M3,2022,Africa,White,Electric,Manual,1.8,63983,72743,1791
M5,2021,South America,Red,Hybrid,Manual,2.6,84053,83689,3075
X1,2022,North America,Red,Electric,Manual,2.4,46236,36664,8766
X5,2024,North America,Silver,Electric,Manual,3.6,112915,119416,6146
5 Series,2021,Europe,Red,Diesel,Manual,3.0,141958,57211,2630
5 Series,2021,Asia,Grey,Electric,Automatic,3.8,124585,72820,9975
3 Series,2020,Europe,Silver,Electric,Automatic,4.5,107302,103252,8464
M3,2023,Europe,Blue,Petrol,Manual,3.5,195882,76081,8344
X1,2020,North America,Silver,Diesel,Automatic,4.9,69317,40204,8070
i3,2021,Africa,Red,Hybrid,Manual,3.9,111377,93540,6181
5 Series,2022,South America,Silver,Petrol,Automatic,3.4,19757,104650,6783
3 Series,2024,South America,Blue,Petrol,Automatic,3.0,160788,69081,8877
X5,2022,North America,Grey,Petrol,Manual,1.9,59107,85796,5673
i3,2024,Africa,Black,Electric,Manual,4.6,5322,39314,7485
X5,2024,Middle East,Black,Electric,Automatic,2.1,11102,82925,7037
i8,2024,Europe,Black,Electric,Automatic,2.3,75551,47451,4187
i3,2021,South America,Silver,Hybrid,Automatic,2.4,18863,49418,126
5 Series,2024,Middle East,Silver,Hybrid,Automatic,4.8,6250,84474,2840
i8,2023,Europe,Black,Petrol,Manual,4.0,126424,115686,9223
